nom,prenom_x,age_x,taille_x,poids_x,sexe_x,sport_licence_x,niveau_etude_x,region_x,smoker_x,nationalité_francaise_x,revenu_estime_mois_x,montant_pret_x,prenom_y,age_y,taille_y,poids_y,sexe_y,sport_licence_y,niveau_etude_y,region_y,smoker_y,nationalité_francaise_y,revenu_estime_mois_y,montant_pret_y
Delorme,Eugène,44,166.3,69.1,H,non,master,Occitanie,non,non,2031,500.0,Bernadette,28,160.1,56.2,F,non,bac+2,Bretagne,non,non,1821,500.0
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Julie,35,175.8,67.0,F,non,master,Occitanie,non,oui,2945,12731.953160484843
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Lucie,45,168.3,83.3,F,non,aucun,Île-de-France,oui,oui,3282,500.0
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Michelle,52,165.9,53.4,H,non,doctorat,Normandie,non,non,2242,2487.8233839711684
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Noël,57,170.5,70.1,F,oui,doctorat,Occitanie,non,oui,1707,18577.918219162333
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Luce,38,167.9,79.2,F,non,bac,Bretagne,oui,non,2688,500.0
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Agathe,21,171.1,85.1,H,non,bac+2,Île-de-France,oui,oui,3121,18080.746477173496
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Alix,36,163.1,94.4,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2959,16404.78841740139
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Émile,65,169.6,48.9,H,non,bac+2,Hauts-de-France,non,oui,2338,11640.660007826036
Barre,Brigitte,54,169.8,55.4,F,oui,bac+2,Occitanie,non,oui,2642,12650.663437720068,Roger,48,170.2,48.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,500,10242.065828547067
Marty,Adrien,53,171.9,66.2,H,non,doctorat,Occitanie,non,oui,2969,27766.771943444823,Denis,61,178.3,83.5,F,non,bac,Bretagne,non,non,3041,500.0
Marty,Adrien,53,171.9,66.2,H,non,doctorat,Occitanie,non,oui,2969,27766.771943444823,Marc,47,188.6,68.4,H,non,bac+2,Occitanie,non,oui,1013,13901.422451078706
Marty,Adrien,53,171.9,66.2,H,non,doctorat,Occitanie,non,oui,2969,27766.771943444823,Théodore,55,176.2,80.6,F,non,bac+2,Normandie,non,non,5085,500.0
Marty,Adrien,53,171.9,66.2,H,non,doctorat,Occitanie,non,oui,2969,27766.771943444823,Thibaut,46,141.0,95.1,F,non,master,Auvergne-Rhône-Alpes,non,oui,1418,12838.98715080628
Georges,Diane,67,163.3,79.3,H,oui,master,Occitanie,non,oui,3750,35326.285117902014,Zacharie,52,172.0,81.1,F,non,doctorat,Normandie,non,oui,2705,20587.51709436721
Georges,Diane,67,163.3,79.3,H,oui,master,Occitanie,non,oui,3750,35326.285117902014,Camille,25,177.0,82.7,F,non,doctorat,Normandie,oui,non,2147,500.0
Georges,Diane,67,163.3,79.3,H,oui,master,Occitanie,non,oui,3750,35326.285117902014,André,47,168.4,60.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4498,10510.549055039552
Pasquier,Isabelle,52,174.1,70.3,F,oui,bac+2,Normandie,oui,oui,2779,6434.549045029215,Véronique,68,188.3,87.7,H,non,aucun,Hauts-de-France,non,non,1936,500.0
Pasquier,Isabelle,52,174.1,70.3,F,oui,bac+2,Normandie,oui,oui,2779,6434.549045029215,Marie,60,158.8,56.2,H,non,doctorat,Hauts-de-France,oui,non,3721,500.0
Pasquier,Isabelle,52,174.1,70.3,F,oui,bac+2,Normandie,oui,oui,2779,6434.549045029215,Raymond,49,154.8,81.3,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2000,17424.543316373358
Pasquier,Isabelle,52,174.1,70.3,F,oui,bac+2,Normandie,oui,oui,2779,6434.549045029215,Denis,29,176.4,94.2,H,non,doctorat,Occitanie,oui,oui,828,2065.987774260807
Pasquier,Isabelle,52,174.1,70.3,F,oui,bac+2,Normandie,oui,oui,2779,6434.549045029215,Susanne,43,187.8,70.2,H,oui,bac+2,Hauts-de-France,non,non,2230,500.0
Vincent,Adélaïde,71,166.0,50.1,F,oui,master,Occitanie,non,oui,1795,22753.5497119538,André,64,158.7,75.3,F,non,master,Normandie,non,non,1486,500.0
Vincent,Adélaïde,71,166.0,50.1,F,oui,master,Occitanie,non,oui,1795,22753.5497119538,Auguste,24,162.4,83.1,H,non,bac+2,Île-de-France,non,non,1648,500.0
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Aimée,49,178.3,76.9,F,non,doctorat,Île-de-France,oui,oui,2415,29366.279226326704
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Manon,70,175.7,91.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3609,8617.314755929478
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Camille,48,169.5,70.4,H,oui,doctorat,Bretagne,non,oui,500,32143.1740766728
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Joséphine,73,154.9,87.4,F,oui,bac+2,Occitanie,non,non,3667,500.0
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Stéphanie,27,168.8,54.0,H,oui,master,Bretagne,non,oui,2488,35663.39128335516
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Geneviève,69,177.8,54.3,H,non,aucun,Hauts-de-France,oui,oui,2468,500.0
Nguyen,Alice,53,161.1,60.8,H,oui,master,Occitanie,non,oui,1598,29421.488885005343,Michelle,46,166.7,43.1,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1819,10525.13956340044
Allain,Alix,71,163.4,53.0,F,oui,doctorat,Occitanie,non,oui,2623,29339.03467884622,Christine,46,169.4,88.6,H,oui,aucun,Corse,oui,non,1951,500.0
Allain,Alix,71,163.4,53.0,F,oui,doctorat,Occitanie,non,oui,2623,29339.03467884622,Laurent,68,167.5,84.8,F,oui,aucun,Normandie,non,oui,1645,2123.5005505081112
Boucher,Corinne,55,165.7,63.3,H,oui,aucun,Normandie,non,oui,2174,12318.997383541298,Auguste,54,177.9,56.4,H,oui,doctorat,Corse,non,oui,4183,32695.09573793468
Boucher,Corinne,55,165.7,63.3,H,oui,aucun,Normandie,non,oui,2174,12318.997383541298,Aurélie,23,169.4,77.2,F,oui,master,Auvergne-Rhône-Alpes,oui,non,3549,500.0
Boucher,Corinne,55,165.7,63.3,H,oui,aucun,Normandie,non,oui,2174,12318.997383541298,Michèle,49,186.3,65.7,H,non,master,Hauts-de-France,non,oui,4408,30340.66426327299
Boucher,Corinne,55,165.7,63.3,H,oui,aucun,Normandie,non,oui,2174,12318.997383541298,Catherine,63,161.4,70.5,F,oui,bac,Hauts-de-France,non,non,3282,500.0
Boucher,Corinne,55,165.7,63.3,H,oui,aucun,Normandie,non,oui,2174,12318.997383541298,Valentine,18,154.9,66.7,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2267,1783.71185875981
Chevalier,Claire,66,167.7,74.8,H,oui,master,Occitanie,non,oui,4788,40000.0,Élisabeth,38,160.9,61.3,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,3406,500.0
Chevalier,Claire,66,167.7,74.8,H,oui,master,Occitanie,non,oui,4788,40000.0,Nicolas,45,166.7,81.0,H,oui,doctorat,Île-de-France,non,non,2902,20559.955382677344
Chevalier,Claire,66,167.7,74.8,H,oui,master,Occitanie,non,oui,4788,40000.0,Arthur,33,187.5,70.3,F,non,aucun,Île-de-France,non,oui,2770,14683.575977477209
Chevalier,Claire,66,167.7,74.8,H,oui,master,Occitanie,non,oui,4788,40000.0,André,28,166.1,53.5,H,oui,doctorat,Occitanie,non,oui,4204,33340.012063484224
Chevalier,Claire,66,167.7,74.8,H,oui,master,Occitanie,non,oui,4788,40000.0,Jeanne,62,174.5,71.2,F,non,master,Corse,oui,oui,2544,500.0
Chevalier,Claire,66,167.7,74.8,H,oui,master,Occitanie,non,oui,4788,40000.0,Monique,45,166.2,83.5,H,oui,aucun,Corse,non,non,2545,500.0
Roche,Franck,75,174.1,75.2,H,oui,master,Occitanie,non,non,1327,1673.9829161261323,Patricia,20,153.0,69.2,F,oui,aucun,Bretagne,non,non,2960,6228.841206446809
Roche,Franck,75,174.1,75.2,H,oui,master,Occitanie,non,non,1327,1673.9829161261323,Franck,61,164.1,74.9,H,oui,bac+2,Occitanie,oui,oui,4003,16866.00196514838
Roche,Franck,75,174.1,75.2,H,oui,master,Occitanie,non,non,1327,1673.9829161261323,Édith,22,182.9,64.0,H,oui,bac,Île-de-France,oui,non,1177,500.0
Roche,Franck,75,174.1,75.2,H,oui,master,Occitanie,non,non,1327,1673.9829161261323,Laure,60,173.1,55.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3122,500.0
Bailly,Odette,74,163.5,69.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2786,1148.1214483723702,Isaac,23,175.2,76.3,F,oui,master,Normandie,oui,non,4181,500.0
Bailly,Odette,74,163.5,69.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2786,1148.1214483723702,Charles,70,157.1,80.3,F,oui,bac+2,Normandie,oui,oui,1896,8136.199099047465
Bailly,Odette,74,163.5,69.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2786,1148.1214483723702,Zacharie,51,178.4,64.5,F,non,doctorat,Île-de-France,oui,non,500,500.0
Bailly,Odette,74,163.5,69.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2786,1148.1214483723702,Claude,74,171.0,51.0,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,500,500.0
Bailly,Odette,74,163.5,69.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2786,1148.1214483723702,Franck,43,175.1,68.7,H,oui,bac,Corse,oui,oui,4009,6962.983282338808
Bailly,Odette,74,163.5,69.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2786,1148.1214483723702,Anouk,41,156.8,81.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2501,6074.246156430938
Gérard,Dorothée,39,174.6,65.5,H,oui,master,Bretagne,non,oui,971,21593.6031017932,Zacharie,66,182.8,61.1,F,oui,aucun,Bretagne,non,oui,3156,6266.887242780782
Gérard,Dorothée,39,174.6,65.5,H,oui,master,Bretagne,non,oui,971,21593.6031017932,Julien,41,167.7,80.4,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,4718,6298.992762789755
Gérard,Dorothée,39,174.6,65.5,H,oui,master,Bretagne,non,oui,971,21593.6031017932,Bernard,44,159.3,101.9,F,non,doctorat,Bretagne,non,oui,4097,31007.061943544915
Gérard,Dorothée,39,174.6,65.5,H,oui,master,Bretagne,non,oui,971,21593.6031017932,Hugues,46,167.6,63.9,H,non,aucun,Auvergne-Rhône-Alpes,non,non,1858,500.0
Becker,Claude,36,173.6,62.2,H,oui,bac+2,Bretagne,non,oui,2618,31327.130056944243,Josette,54,151.1,63.2,H,oui,aucun,Bretagne,non,oui,500,13425.632927300272
Becker,Claude,36,173.6,62.2,H,oui,bac+2,Bretagne,non,oui,2618,31327.130056944243,Marc,40,158.5,74.5,F,non,doctorat,Hauts-de-France,non,non,1594,500.0
Becker,Claude,36,173.6,62.2,H,oui,bac+2,Bretagne,non,oui,2618,31327.130056944243,Frédéric,46,185.2,85.0,F,oui,master,Île-de-France,oui,oui,1982,25300.48683785257
Becker,Claude,36,173.6,62.2,H,oui,bac+2,Bretagne,non,oui,2618,31327.130056944243,Maryse,29,176.0,104.6,H,non,aucun,Hauts-de-France,oui,oui,724,500.0
Becker,Claude,36,173.6,62.2,H,oui,bac+2,Bretagne,non,oui,2618,31327.130056944243,Marcel,73,170.0,81.7,H,oui,bac,Bretagne,non,non,1550,500.0
Becker,Claude,36,173.6,62.2,H,oui,bac+2,Bretagne,non,oui,2618,31327.130056944243,Agnès,21,173.6,105.2,F,non,bac,Bretagne,non,oui,1640,7912.567377332
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Aimée,38,168.2,62.2,F,non,master,Normandie,oui,non,3758,500.0
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Noël,54,172.7,50.8,H,non,doctorat,Bretagne,oui,oui,1202,24394.43984302877
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Étienne,39,168.0,68.9,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2455,14862.676588135657
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Thérèse,60,170.4,78.4,F,non,bac+2,Hauts-de-France,non,oui,500,500.0
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Éric,69,160.5,74.8,F,non,bac,Bretagne,oui,oui,1309,500.0
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Frédérique,73,158.2,66.7,H,non,aucun,Île-de-France,oui,oui,3231,500.0
Arnaud,Patrick,38,160.5,51.0,H,oui,doctorat,Occitanie,non,oui,1873,33142.74974695969,Michelle,33,159.9,64.9,F,oui,bac,Bretagne,oui,non,2777,500.0
Samson,Émile,56,171.4,58.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1715,29778.69716850704,Auguste,29,171.0,84.5,F,non,bac,Provence-Alpes-Côte d’Azur,non,non,1657,500.0
Samson,Émile,56,171.4,58.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1715,29778.69716850704,Thibaut,40,181.4,75.1,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2001,4700.733568169628
Samson,Émile,56,171.4,58.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1715,29778.69716850704,Océane,51,159.8,97.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3965,19504.05590216503
Samson,Émile,56,171.4,58.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1715,29778.69716850704,Adrienne,47,177.7,75.3,F,oui,aucun,Île-de-France,non,non,4013,6253.732994532446
Samson,Émile,56,171.4,58.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1715,29778.69716850704,Monique,55,199.2,67.2,F,non,doctorat,Normandie,oui,oui,1143,1038.2840917882352
Guillet,Martine,37,158.9,79.2,H,oui,master,Occitanie,non,oui,3598,33626.39271651656,Christelle,59,159.3,47.1,F,non,master,Normandie,oui,oui,1669,500.0
Guillet,Martine,37,158.9,79.2,H,oui,master,Occitanie,non,oui,3598,33626.39271651656,Adélaïde,36,166.4,67.3,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4147,10601.152334298687
Guillet,Martine,37,158.9,79.2,H,oui,master,Occitanie,non,oui,3598,33626.39271651656,Claudine,36,172.2,65.4,F,oui,aucun,Hauts-de-France,non,non,2237,500.0
Guillet,Martine,37,158.9,79.2,H,oui,master,Occitanie,non,oui,3598,33626.39271651656,Célina,31,168.0,85.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2438,17038.079437238688
Guillet,Martine,37,158.9,79.2,H,oui,master,Occitanie,non,oui,3598,33626.39271651656,Margot,34,172.7,76.3,H,non,aucun,Corse,non,non,3929,500.0
Guillet,Martine,37,158.9,79.2,H,oui,master,Occitanie,non,oui,3598,33626.39271651656,Camille,73,157.3,67.5,F,non,bac+2,Hauts-de-France,non,non,2582,500.0
Guillon,Édouard,36,162.2,68.0,H,oui,doctorat,Bretagne,non,oui,3859,33854.66749933002,Thomas,41,155.7,63.4,F,oui,master,Hauts-de-France,non,non,2656,500.0
Guillon,Édouard,36,162.2,68.0,H,oui,doctorat,Bretagne,non,oui,3859,33854.66749933002,Danielle,35,177.3,70.2,H,oui,bac+2,Normandie,oui,oui,1355,5060.485750950381
Guillon,Édouard,36,162.2,68.0,H,oui,doctorat,Bretagne,non,oui,3859,33854.66749933002,Lucy,59,182.6,57.3,H,non,doctorat,Corse,non,oui,3152,22675.60684627368
Guillon,Édouard,36,162.2,68.0,H,oui,doctorat,Bretagne,non,oui,3859,33854.66749933002,Diane,49,151.2,80.7,F,oui,aucun,Île-de-France,non,oui,500,12881.720280857277
Guillon,Édouard,36,162.2,68.0,H,oui,doctorat,Bretagne,non,oui,3859,33854.66749933002,Nathalie,52,170.8,82.9,H,non,aucun,Normandie,oui,non,2666,500.0
Guillon,Édouard,36,162.2,68.0,H,oui,doctorat,Bretagne,non,oui,3859,33854.66749933002,Clémence,34,180.3,63.9,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,3589,500.0
Pottier,Monique,50,173.3,70.2,F,oui,master,Occitanie,non,oui,4972,25387.39565585869,Lucy,62,188.7,77.1,H,non,aucun,Occitanie,oui,oui,1070,500.0
Pottier,Monique,50,173.3,70.2,F,oui,master,Occitanie,non,oui,4972,25387.39565585869,Élodie,35,153.1,68.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1313,8028.994303258699
Pottier,Monique,50,173.3,70.2,F,oui,master,Occitanie,non,oui,4972,25387.39565585869,Olivier,20,179.7,76.4,H,oui,bac,Île-de-France,oui,oui,1724,17262.83291222486
Pottier,Monique,50,173.3,70.2,F,oui,master,Occitanie,non,oui,4972,25387.39565585869,Valérie,30,167.8,100.7,F,oui,bac,Île-de-France,non,non,1690,500.0
Pottier,Monique,50,173.3,70.2,F,oui,master,Occitanie,non,oui,4972,25387.39565585869,Brigitte,72,173.1,41.7,H,non,master,Auvergne-Rhône-Alpes,oui,non,4918,500.0
Pottier,Monique,50,173.3,70.2,F,oui,master,Occitanie,non,oui,4972,25387.39565585869,Catherine,42,179.3,63.8,F,non,bac,Corse,non,oui,3340,500.0
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Zacharie,49,158.0,82.2,H,oui,bac,Occitanie,oui,oui,4127,18395.58477303605
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Cécile,42,168.1,69.0,F,oui,doctorat,Occitanie,non,oui,2610,25988.240669368555
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Lucie,68,160.2,70.9,H,oui,master,Corse,non,oui,3036,24551.538154956528
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Marthe,62,173.4,55.9,F,non,bac,Hauts-de-France,oui,oui,2759,500.0
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Aurore,33,175.4,37.1,F,non,bac+2,Hauts-de-France,non,non,2305,500.0
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Josette,61,178.1,61.2,F,non,master,Normandie,non,oui,1600,10832.090658846058
Étienne,Anne,50,163.1,75.9,F,oui,master,Corse,non,oui,2718,19550.403818798663,Antoinette,41,201.0,66.1,H,oui,master,Corse,non,oui,3112,24196.73907623991
Roux,Matthieu,42,174.0,68.8,H,oui,master,Bretagne,oui,non,922,500.0,Éric,33,156.2,55.9,H,non,bac,Occitanie,non,non,3118,500.0
Roux,Matthieu,42,174.0,68.8,H,oui,master,Bretagne,oui,non,922,500.0,Léon,60,164.6,75.4,F,non,doctorat,Bretagne,non,non,1622,500.0
Roux,Matthieu,42,174.0,68.8,H,oui,master,Bretagne,oui,non,922,500.0,Lucas,39,168.9,50.5,H,non,bac+2,Bretagne,non,oui,2779,23391.731904747598
Roux,Matthieu,42,174.0,68.8,H,oui,master,Bretagne,oui,non,922,500.0,Alain,67,172.3,85.5,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,1496,4576.844444368579
Roux,Matthieu,42,174.0,68.8,H,oui,master,Bretagne,oui,non,922,500.0,Eugène,20,159.7,70.9,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2628,18118.63201844852
Guillou,Patricia,58,171.3,69.6,H,oui,bac+2,Normandie,non,non,1570,500.0,Richard,46,180.5,69.4,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3317,24913.49220009168
Guillou,Patricia,58,171.3,69.6,H,oui,bac+2,Normandie,non,non,1570,500.0,Antoinette,29,175.5,78.2,F,oui,master,Hauts-de-France,oui,oui,2194,13522.315871411543
Guillou,Patricia,58,171.3,69.6,H,oui,bac+2,Normandie,non,non,1570,500.0,Céline,58,160.6,77.1,H,oui,doctorat,Normandie,oui,oui,4559,40000.0
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Robert,37,165.5,70.0,H,non,aucun,Corse,oui,oui,3221,500.0
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Grégoire,75,175.8,59.4,F,oui,master,Auvergne-Rhône-Alpes,non,oui,3526,37279.56333902049
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Alice,58,154.7,94.4,F,oui,master,Corse,non,oui,2052,12790.946326267194
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Christelle,70,175.4,82.7,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3116,11077.851819339392
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Emmanuelle,64,168.6,86.4,F,non,bac,Corse,oui,non,500,500.0
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Hugues,47,162.0,64.8,H,non,bac,Corse,non,non,3424,500.0
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Laurent,53,187.2,58.5,H,non,bac,Normandie,non,non,1775,500.0
Thierry,Michelle,47,164.7,71.1,F,oui,doctorat,Normandie,non,oui,1860,25511.163222511783,Dorothée,18,155.0,47.8,F,oui,doctorat,Île-de-France,non,non,4506,24556.770338672508
Gros,Jeanne,71,159.5,50.1,H,oui,bac+2,Occitanie,non,oui,2740,24125.801661530397,Marthe,35,175.4,63.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1941,33512.223913533264
Gros,Jeanne,71,159.5,50.1,H,oui,bac+2,Occitanie,non,oui,2740,24125.801661530397,Benjamin,75,174.8,66.6,H,non,master,Île-de-France,non,oui,3356,34320.86585287061
Gros,Jeanne,71,159.5,50.1,H,oui,bac+2,Occitanie,non,oui,2740,24125.801661530397,Christine,29,176.3,104.1,H,oui,bac,Occitanie,non,non,2718,500.0
Gros,Jeanne,71,159.5,50.1,H,oui,bac+2,Occitanie,non,oui,2740,24125.801661530397,Pauline,45,178.8,92.1,F,non,master,Auvergne-Rhône-Alpes,oui,non,1775,500.0
Gros,Jeanne,71,159.5,50.1,H,oui,bac+2,Occitanie,non,oui,2740,24125.801661530397,Nathalie,48,164.1,56.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2286,11260.324605328304
Gros,Jeanne,71,159.5,50.1,H,oui,bac+2,Occitanie,non,oui,2740,24125.801661530397,Dorothée,58,167.3,88.5,H,non,doctorat,Normandie,oui,non,1533,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Paul,29,187.1,49.4,F,oui,aucun,Île-de-France,oui,non,563,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Bernadette,42,172.9,60.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,2933,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Thibault,54,155.3,72.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2561,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Éléonore,32,173.9,50.1,H,non,bac+2,Normandie,oui,non,3756,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Hélène,44,185.6,65.9,F,oui,aucun,Corse,oui,oui,2207,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Bernadette,25,160.1,57.3,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,3999,3143.791830329179
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Thomas,53,166.2,68.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,2022,1879.013673505684
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Margaux,32,172.0,60.9,F,oui,doctorat,Corse,non,non,2014,500.0
Launay,Victoire,38,168.9,62.0,H,non,master,Corse,non,oui,2419,11694.193572058884,Diane,48,158.7,74.6,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,971,500.0
Legrand,Michèle,55,158.9,60.7,H,oui,doctorat,Hauts-de-France,non,oui,1959,23509.052474773867,Isabelle,36,171.2,77.7,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3353,21928.093836654123
Legrand,Michèle,55,158.9,60.7,H,oui,doctorat,Hauts-de-France,non,oui,1959,23509.052474773867,Édith,40,174.9,71.0,F,oui,bac+2,Bretagne,oui,oui,500,6341.760019204856
Legrand,Michèle,55,158.9,60.7,H,oui,doctorat,Hauts-de-France,non,oui,1959,23509.052474773867,Benjamin,19,166.6,75.1,F,oui,aucun,Île-de-France,oui,non,4364,500.0
Legrand,Michèle,55,158.9,60.7,H,oui,doctorat,Hauts-de-France,non,oui,1959,23509.052474773867,Marcelle,37,183.1,66.8,F,oui,doctorat,Normandie,non,non,3624,11972.514502646116
Legrand,Michèle,55,158.9,60.7,H,oui,doctorat,Hauts-de-France,non,oui,1959,23509.052474773867,Bertrand,46,168.9,89.4,F,non,bac,Corse,non,oui,1600,500.0
Delaunay,Andrée,62,159.1,59.0,H,oui,doctorat,Normandie,non,oui,500,24421.111555501648,Capucine,70,175.0,62.0,F,oui,bac,Occitanie,oui,non,1548,500.0
Delaunay,Andrée,62,159.1,59.0,H,oui,doctorat,Normandie,non,oui,500,24421.111555501648,Virginie,39,176.5,47.5,H,oui,bac,Hauts-de-France,oui,oui,3762,5882.292383355172
Delaunay,Andrée,62,159.1,59.0,H,oui,doctorat,Normandie,non,oui,500,24421.111555501648,Éléonore,26,162.8,50.7,H,oui,bac,Bretagne,non,oui,3673,23953.73621810977
Lebon,Nath,60,159.0,73.2,H,non,doctorat,Normandie,non,non,3565,1337.5328360280082,Guillaume,61,185.0,79.8,F,non,bac+2,Hauts-de-France,non,oui,2433,3776.72811303052
Lebon,Nath,60,159.0,73.2,H,non,doctorat,Normandie,non,non,3565,1337.5328360280082,Marguerite,69,174.9,97.1,F,oui,master,Île-de-France,oui,oui,2270,19449.43468062277
Lebon,Nath,60,159.0,73.2,H,non,doctorat,Normandie,non,non,3565,1337.5328360280082,Hélène,41,177.2,50.6,H,oui,aucun,Île-de-France,oui,non,1352,500.0
